"affected","implementer","year","flow","value"
"Russia","Australia","2016","inward",0.0693178052300122
"Saudi Arabia","Australia","2016","inward",0
"South Africa","Australia","2016","inward",0.062507573408976
"Turkey","Australia","2016","inward",0.211325329647475
"United Kingdom","Australia","2016","inward",0.0501647398752289
"United States of America","Australia","2016","inward",0.0448908361790768
"World","Australia","2016","inward",0.0744752574789897
"Argentina","Brazil","2016","inward",0.586599697102977
"Australia","Brazil","2016","inward",0.0508646764386818
"Canada","Brazil","2016","inward",0.286750925993429
"China","Brazil","2016","inward",0.697609673711188
"France","Brazil","2016","inward",0.741164938651486
"Germany","Brazil","2016","inward",0.68543675788024
"India","Brazil","2016","inward",0.441283262557514
"Indonesia","Brazil","2016","inward",0.481513209379557
"Italy","Brazil","2016","inward",0.606132743478855
"Japan","Brazil","2016","inward",0.743706461649237
"Mexico","Brazil","2016","inward",0.730210244925638
"Republic of Korea","Brazil","2016","inward",0.647425797268214
"Russia","Brazil","2016","inward",0.514146385424937
"Saudi Arabia","Brazil","2016","inward",0.935977312002769
"South Africa","Brazil","2016","inward",0.261159968767685
"Turkey","Brazil","2016","inward",0.386786110007878
"United Kingdom","Brazil","2016","inward",0.587965927876115
"United States of America","Brazil","2016","inward",0.60651218908309
"World","Brazil","2016","inward",0.603313481923561
"Argentina","Canada","2016","inward",0.128848651716608
"Australia","Canada","2016","inward",0.286998618478898
"Brazil","Canada","2016","inward",0.15912285290393
"China","Canada","2016","inward",0.144344942252611
"France","Canada","2016","inward",0.298906721316811
"Germany","Canada","2016","inward",0.346807237848283
"India","Canada","2016","inward",0.0972426597657012
"Indonesia","Canada","2016","inward",0.0880372040234982
"Italy","Canada","2016","inward",0.233791778966686
"Japan","Canada","2016","inward",0.515307762036277
"Mexico","Canada","2016","inward",0.425841568402173
"Republic of Korea","Canada","2016","inward",0.482951759293909
"Russia","Canada","2016","inward",0.79303132744647
"Saudi Arabia","Canada","2016","inward",0.984271089602283
"South Africa","Canada","2016","inward",0.266800747422323
"Turkey","Canada","2016","inward",0.223779528079918
"United Kingdom","Canada","2016","inward",0.574533228822346
"United States of America","Canada","2016","inward",0.380752634843031
"World","Canada","2016","inward",0.377581860208012
"Argentina","China","2016","inward",0.948653171710435
"Australia","China","2016","inward",0.933872185351671
"Brazil","China","2016","inward",0.921602516322202
"Canada","China","2016","inward",0.738595914387551
"France","China","2016","inward",0.857881803115126
"Germany","China","2016","inward",0.900660033570501
"India","China","2016","inward",0.838774411213367
"Indonesia","China","2016","inward",0.792183668244108
"Italy","China","2016","inward",0.806849201536505
"Japan","China","2016","inward",0.839079334556568
"Mexico","China","2016","inward",0.833968406530034
"Republic of Korea","China","2016","inward",0.871256769110059
"Russia","China","2016","inward",0.749573414424844
"Saudi Arabia","China","2016","inward",0.970724844175529
"South Africa","China","2016","inward",0.755485339153061
"Turkey","China","2016","inward",0.859820219303324
"United Kingdom","China","2016","inward",0.825763511103422
"United States of America","China","2016","inward",0.856704442457576
"World","China","2016","inward",0.863239608045988
"Argentina","France","2016","inward",0.392803582044008
"Australia","France","2016","inward",0.296131707990429
"Brazil","France","2016","inward",0.511041220074541
"Canada","France","2016","inward",0.505119952269658
"China","France","2016","inward",0.86426156959141
"Germany","France","2016","inward",0.321413712046619
"India","France","2016","inward",0.39534741728518
"Indonesia","France","2016","inward",0.339227930395962
"Italy","France","2016","inward",0.217237576126014
"Japan","France","2016","inward",0.527912192985694
"Mexico","France","2016","inward",0.293484348218577
"Republic of Korea","France","2016","inward",0.725621523049149
"Russia","France","2016","inward",0.443245860643189
"Saudi Arabia","France","2016","inward",0.0647947616845763
"South Africa","France","2016","inward",0.413521972261277
"Turkey","France","2016","inward",0.427645837964382
"United Kingdom","France","2016","inward",0.272712147742037
"United States of America","France","2016","inward",0.448950703899847
"World","France","2016","inward",0.363564475656366
"Argentina","Germany","2016","inward",0.45639307021039
"Australia","Germany","2016","inward",0.278327189323315
"Brazil","Germany","2016","inward",0.697959286545882
"Canada","Germany","2016","inward",0.52945429219512
"China","Germany","2016","inward",0.853805308056473
"France","Germany","2016","inward",0.27315219753292
"India","Germany","2016","inward",0.504918363406337
"Indonesia","Germany","2016","inward",0.483649594556213
"Italy","Germany","2016","inward",0.246262497805205
"Japan","Germany","2016","inward",0.561486140892905
"Mexico","Germany","2016","inward",0.710888369662927
"Republic of Korea","Germany","2016","inward",0.676159345791237
"Russia","Germany","2016","inward",0.310373128472919
"Saudi Arabia","Germany","2016","inward",0.104121401506121
"South Africa","Germany","2016","inward",0.507892075312054
"Turkey","Germany","2016","inward",0.336206398590969
"United Kingdom","Germany","2016","inward",0.247166866649275
"United States of America","Germany","2016","inward",0.474546943220577
"World","Germany","2016","inward",0.387057959805839
"Argentina","India","2016","inward",0.848803798110789
"Australia","India","2016","inward",0.903840917673493
"Brazil","India","2016","inward",0.585614242401594
"Canada","India","2016","inward",0.742641864733741
"China","India","2016","inward",0.698650673659363
"France","India","2016","inward",0.322076874043706
"Germany","India","2016","inward",0.477467987896518
"Indonesia","India","2016","inward",0.837647925342684
"Italy","India","2016","inward",0.399492424175415
"Japan","India","2016","inward",0.525152620812666
"Mexico","India","2016","inward",0.109270424563801
"Republic of Korea","India","2016","inward",0.61124273570078
"Russia","India","2016","inward",0.515051105505468
"Saudi Arabia","India","2016","inward",0.185614226944043
"South Africa","India","2016","inward",0.949186116166015
"Turkey","India","2016","inward",0.111564903659205
"United Kingdom","India","2016","inward",0.694451113026
"United States of America","India","2016","inward",0.500582958621521
"World","India","2016","inward",0.526756455513117
"Argentina","Indonesia","2016","inward",0.903700812640531
"Australia","Indonesia","2016","inward",0.732572223391291
"Brazil","Indonesia","2016","inward",0.639712492210814
"Canada","Indonesia","2016","inward",0.594034457188982
"China","Indonesia","2016","inward",0.574273474794302
"France","Indonesia","2016","inward",0.733865075188772
"Germany","Indonesia","2016","inward",0.488177617812529
"India","Indonesia","2016","inward",0.530277969697549
"Italy","Indonesia","2016","inward",0.518172851332135
"Japan","Indonesia","2016","inward",0.619963363491934
"Mexico","Indonesia","2016","inward",0.374497018174186
"Republic of Korea","Indonesia","2016","inward",0.429425697685323
"Russia","Indonesia","2016","inward",0.404818356231427
"Saudi Arabia","Indonesia","2016","inward",0.9841487180374
"South Africa","Indonesia","2016","inward",0.264789959562698
"Turkey","Indonesia","2016","inward",0.913254797045457
"United Kingdom","Indonesia","2016","inward",0.465803856915477
"United States of America","Indonesia","2016","inward",0.596422014700433
"World","Indonesia","2016","inward",0.609149500138657
"Argentina","Italy","2016","inward",0.250700091523288
"Australia","Italy","2016","inward",0.340591574157513
"Brazil","Italy","2016","inward",0.556189145942696
"Canada","Italy","2016","inward",0.483580591421721
"China","Italy","2016","inward",0.907455008436736
"France","Italy","2016","inward",0.117137316959788
"Germany","Italy","2016","inward",0.0795363620550546
"India","Italy","2016","inward",0.550977327275759
"Indonesia","Italy","2016","inward",0.278937367674764
"Japan","Italy","2016","inward",0.300078731293084
"Mexico","Italy","2016","inward",0.439225800035919
"Republic of Korea","Italy","2016","inward",0.527478840806264
"Russia","Italy","2016","inward",0.376713586689051
"Saudi Arabia","Italy","2016","inward",0.140215101445778
"South Africa","Italy","2016","inward",0.765066000295856
"Turkey","Italy","2016","inward",0.342409320193574
"United Kingdom","Italy","2016","inward",0.0788286932118124
"United States of America","Italy","2016","inward",0.436629457716958
"World","Italy","2016","inward",0.238113049433999
"Argentina","Japan","2016","inward",0.00954333195652931
"Australia","Japan","2016","inward",0.0144564717752967
"Brazil","Japan","2016","inward",0.0104325540791559
"Canada","Japan","2016","inward",0.134731262864404
"China","Japan","2016","inward",0.234168641450415
"France","Japan","2016","inward",0.0601051092062508
"Germany","Japan","2016","inward",0.289310351685376
"India","Japan","2016","inward",0.0736710305662399
"Indonesia","Japan","2016","inward",0.0691496979912713
"Italy","Japan","2016","inward",0.196756330497297
"Mexico","Japan","2016","inward",0.0899780884713047
"Republic of Korea","Japan","2016","inward",0.196544917486586
"Russia","Japan","2016","inward",0.0366295450611051
"Saudi Arabia","Japan","2016","inward",0.00177083707048802
"South Africa","Japan","2016","inward",0.150959994230066
"Turkey","Japan","2016","inward",0.119814884636654
"United Kingdom","Japan","2016","inward",0.196193250165556
"United States of America","Japan","2016","inward",0.130957846993251
"World","Japan","2016","inward",0.131948243705951
"Argentina","Mexico","2016","inward",0.257121766418746
"Australia","Mexico","2016","inward",0.0143744335251492
"Brazil","Mexico","2016","inward",0.375307655549955
"Canada","Mexico","2016","inward",0.259579668917545
"China","Mexico","2016","inward",0.103124436660683
"France","Mexico","2016","inward",0.132010536769017
"Germany","Mexico","2016","inward",0.132536050385906
"India","Mexico","2016","inward",0.262566675963174
"Indonesia","Mexico","2016","inward",0.199557422243181
"Italy","Mexico","2016","inward",0.237137762964323
"Japan","Mexico","2016","inward",0.168211766658613
"Republic of Korea","Mexico","2016","inward",0.0912649949346332
"Russia","Mexico","2016","inward",0.23639437734962
"Saudi Arabia","Mexico","2016","inward",0.803205181107765
"South Africa","Mexico","2016","inward",0.0606464050676224
"Turkey","Mexico","2016","inward",0.145403175708714
"United Kingdom","Mexico","2016","inward",0.218762927115218
"United States of America","Mexico","2016","inward",0.215740285616453
"World","Mexico","2016","inward",0.186435755036899
"Argentina","Republic of Korea","2016","inward",0.0064943339663154
"Australia","Republic of Korea","2016","inward",0.273973464171689
"Brazil","Republic of Korea","2016","inward",3.46208276360583e-05
"Canada","Republic of Korea","2016","inward",0.225632325159163
"China","Republic of Korea","2016","inward",0.0688028503684822
"France","Republic of Korea","2016","inward",0.0363893961725112
"Germany","Republic of Korea","2016","inward",0.0428419226370026
"India","Republic of Korea","2016","inward",0.00737937192575591
"Indonesia","Republic of Korea","2016","inward",0.133606694825965
"Italy","Republic of Korea","2016","inward",0.00828345752100381
"Japan","Republic of Korea","2016","inward",0.0506477739172454
"Mexico","Republic of Korea","2016","inward",0.0436850135605272
"Russia","Republic of Korea","2016","inward",0.348935737168222
"Saudi Arabia","Republic of Korea","2016","inward",0.84859789366118
"South Africa","Republic of Korea","2016","inward",0.00516964882219312
"Turkey","Republic of Korea","2016","inward",0
"United Kingdom","Republic of Korea","2016","inward",0.0332297853349133
"United States of America","Republic of Korea","2016","inward",0.0379387695522687
"World","Republic of Korea","2016","inward",0.167015755472084
"Argentina","Russia","2016","inward",0.64416994187448
"Australia","Russia","2016","inward",0.261272829374201
"Brazil","Russia","2016","inward",0.898765348695672
"Canada","Russia","2016","inward",0.757064444430142
"China","Russia","2016","inward",0.653120433478109
"France","Russia","2016","inward",0.496305116062858
"Germany","Russia","2016","inward",0.571190831285095
"India","Russia","2016","inward",0.645935976187032
"Indonesia","Russia","2016","inward",0.588060886727124
"Italy","Russia","2016","inward",0.519885849529877
"Japan","Russia","2016","inward",0.862048964835374
"Mexico","Russia","2016","inward",0.712622168039794
"Republic of Korea","Russia","2016","inward",0.752863431887484
"Saudi Arabia","Russia","2016","inward",0.172839271859764
"South Africa","Russia","2016","inward",0.221834322492615
"Turkey","Russia","2016","inward",0.580375763805975
"United Kingdom","Russia","2016","inward",0.618348226741672
"United States of America","Russia","2016","inward",0.656181620247453
"World","Russia","2016","inward",0.586993835694913
"Argentina","Saudi Arabia","2016","inward",0.3841063303683
"Australia","Saudi Arabia","2016","inward",0.609469268096834
"Brazil","Saudi Arabia","2016","inward",0.551456698164856
"Canada","Saudi Arabia","2016","inward",0.369210749577278
"China","Saudi Arabia","2016","inward",0.279593431027509
"France","Saudi Arabia","2016","inward",0.391707377375424
"Germany","Saudi Arabia","2016","inward",0.38842426199784
"India","Saudi Arabia","2016","inward",0.195515570209159
"Indonesia","Saudi Arabia","2016","inward",0.272778736716881
"Italy","Saudi Arabia","2016","inward",0.45092002364039
"Japan","Saudi Arabia","2016","inward",0.652886122339632
"Mexico","Saudi Arabia","2016","inward",0.63296127183175
"Republic of Korea","Saudi Arabia","2016","inward",0.603828673157161
"Russia","Saudi Arabia","2016","inward",0.0680487724494819
"South Africa","Saudi Arabia","2016","inward",0.427139450957622
"Turkey","Saudi Arabia","2016","inward",0.394065866163827
"United Kingdom","Saudi Arabia","2016","inward",0.500597687611306
"United States of America","Saudi Arabia","2016","inward",0.557578400159737
"World","Saudi Arabia","2016","inward",0.418298419629588
"Argentina","South Africa","2016","inward",0.445010784147397
"Australia","South Africa","2016","inward",0.0840068794584102
"Brazil","South Africa","2016","inward",0.260753782591286
"Canada","South Africa","2016","inward",0.108814519484782
"China","South Africa","2016","inward",0.389731731360192
"France","South Africa","2016","inward",0.168962104042057
"Germany","South Africa","2016","inward",0.240926291566951
"India","South Africa","2016","inward",0.453898209329425
"Indonesia","South Africa","2016","inward",0.133406042779589
"Italy","South Africa","2016","inward",0.306638530431255
"Japan","South Africa","2016","inward",0.163778609614273
"Mexico","South Africa","2016","inward",0.225077146570596
"Republic of Korea","South Africa","2016","inward",0.406522511736051
"Russia","South Africa","2016","inward",0.0171170564745842
"Saudi Arabia","South Africa","2016","inward",0.91377010049551
"Turkey","South Africa","2016","inward",0.60345770878634
"United Kingdom","South Africa","2016","inward",0.217426487958145
"United States of America","South Africa","2016","inward",0.151437328116463
"World","South Africa","2016","inward",0.372535089196609
"Argentina","Turkey","2016","inward",0.0609880334247055
"Australia","Turkey","2016","inward",0.00528559035362756
"Brazil","Turkey","2016","inward",0.0251311523763183
"Canada","Turkey","2016","inward",0.059212457317334
"China","Turkey","2016","inward",0.521363576054642
"France","Turkey","2016","inward",0.242664931517304
"Germany","Turkey","2016","inward",0.17086187321686
"India","Turkey","2016","inward",0.299675010438462
"Indonesia","Turkey","2016","inward",0.413177310906105
"Italy","Turkey","2016","inward",0.174789324079933
"Japan","Turkey","2016","inward",0.143618979967292
"Mexico","Turkey","2016","inward",0.600703598288343
"Republic of Korea","Turkey","2016","inward",0.24442999009584
"Russia","Turkey","2016","inward",0.157766562049299
"Saudi Arabia","Turkey","2016","inward",0.149715108015699
"South Africa","Turkey","2016","inward",0.0104871413640539
"United Kingdom","Turkey","2016","inward",0.125579721816034
"United States of America","Turkey","2016","inward",0.255929429811679
"World","Turkey","2016","inward",0.197169897047907
"Argentina","United Kingdom","2016","inward",0.266064765959508
"Australia","United Kingdom","2016","inward",0.632559767541947
"Brazil","United Kingdom","2016","inward",0.43497373494814
"Canada","United Kingdom","2016","inward",0.503503077044018
"China","United Kingdom","2016","inward",0.902901106095543
"France","United Kingdom","2016","inward",0.0866110308005189
"Germany","United Kingdom","2016","inward",0.0594319467120953
"India","United Kingdom","2016","inward",0.410354196181099
"Indonesia","United Kingdom","2016","inward",0.217796177743323
"Italy","United Kingdom","2016","inward",0.0483896396868239
"Japan","United Kingdom","2016","inward",0.315210419988168
"Mexico","United Kingdom","2016","inward",0.177635652284675
"Republic of Korea","United Kingdom","2016","inward",0.404644831601542
"Russia","United Kingdom","2016","inward",0.461717100505078
"Saudi Arabia","United Kingdom","2016","inward",0.791631233294886
"South Africa","United Kingdom","2016","inward",0.355895182661347
"Turkey","United Kingdom","2016","inward",0.353927431546659
"United States of America","United Kingdom","2016","inward",0.45030775717721
"World","United Kingdom","2016","inward",0.254673013481315
"Argentina","United States of America","2016","inward",0.487755264489849
"Australia","United States of America","2016","inward",0.386932753682826
"Brazil","United States of America","2016","inward",0.433118719416027
"Canada","United States of America","2016","inward",0.498913200483272
"China","United States of America","2016","inward",0.623746340772809
"France","United States of America","2016","inward",0.507255780307128
"Germany","United States of America","2016","inward",0.557188751819326
"India","United States of America","2016","inward",0.415435840779057
"Indonesia","United States of America","2016","inward",0.465931778145977
"Italy","United States of America","2016","inward",0.420296405654564
"Japan","United States of America","2016","inward",0.682370969990582
"Mexico","United States of America","2016","inward",0.482014268595025
"Republic of Korea","United States of America","2016","inward",0.695590705098764
"Russia","United States of America","2016","inward",0.659689726144924
"Saudi Arabia","United States of America","2016","inward",0.0437268997719035
"South Africa","United States of America","2016","inward",0.238351397200909
"Turkey","United States of America","2016","inward",0.389665450525832
"United Kingdom","United States of America","2016","inward",0.551630471070867
"World","United States of America","2016","inward",0.510719153189107
"Argentina","World","2016","inward",0.406899086896713
"Australia","World","2016","inward",0.362803581862883
"Brazil","World","2016","inward",0.451569753132928
"Canada","World","2016","inward",0.471607546299995
"China","World","2016","inward",0.452770944771913
"France","World","2016","inward",0.173703372575126
"Germany","World","2016","inward",0.187575588875753
"India","World","2016","inward",0.317609641381099
"Indonesia","World","2016","inward",0.270615976366565
"Italy","World","2016","inward",0.172432463297078
"Japan","World","2016","inward",0.451156688568449
"Mexico","World","2016","inward",0.455305389489338
"Republic of Korea","World","2016","inward",0.530549806005422
"Russia","World","2016","inward",0.369809187787554
"Saudi Arabia","World","2016","inward",0.293149005628341
"South Africa","World","2016","inward",0.33454094544381
"Turkey","World","2016","inward",0.323229846809551
"United Kingdom","World","2016","inward",0.220225640174008
"United States of America","World","2016","inward",0.326272627119221
"World","World","2016","inward",0.316864794104671
"Australia","Argentina","2017","inward",0.860170247571514
"Brazil","Argentina","2017","inward",0.702989570550976
"Canada","Argentina","2017","inward",0.623170418580278
"China","Argentina","2017","inward",0.752773491804184
"France","Argentina","2017","inward",0.765237397773363
"Germany","Argentina","2017","inward",0.696131690033107
"India","Argentina","2017","inward",0.450674220567975
"Indonesia","Argentina","2017","inward",0.54926384534183
"Italy","Argentina","2017","inward",0.745094207896738
"Japan","Argentina","2017","inward",0.742846947593353
"Mexico","Argentina","2017","inward",0.817837419220428
"Republic of Korea","Argentina","2017","inward",0.659923511607241
"Russia","Argentina","2017","inward",0.253670668358655
"South Africa","Argentina","2017","inward",0.494510064422265
"Turkey","Argentina","2017","inward",0.443113256290113
"United Kingdom","Argentina","2017","inward",0.54918735539729
"United States of America","Argentina","2017","inward",0.656337286102473
"World","Argentina","2017","inward",0.664518796216536
"Argentina","Australia","2017","inward",0.353819866155421
"Brazil","Australia","2017","inward",0.171273070312286
"Canada","Australia","2017","inward",0.124718572066553
"China","Australia","2017","inward",0.0806750109860422
"France","Australia","2017","inward",0.057573681575481
"Germany","Australia","2017","inward",0.0412228559750833
"India","Australia","2017","inward",0.166260357643852
"Indonesia","Australia","2017","inward",0.054530580920095
"Italy","Australia","2017","inward",0.108370731197741
"Japan","Australia","2017","inward",0.0678712262745095
"Mexico","Australia","2017","inward",0.0795921783738857
"Republic of Korea","Australia","2017","inward",0.136550294117142
"Russia","Australia","2017","inward",0.0693178052300122
"Saudi Arabia","Australia","2017","inward",4.36746382594034e-05
"South Africa","Australia","2017","inward",0.0626026795025699
"Turkey","Australia","2017","inward",0.211524089575932
"United Kingdom","Australia","2017","inward",0.0566344376702561
"United States of America","Australia","2017","inward",0.0498297926465485
"World","Australia","2017","inward",0.0789150845558611
"Argentina","Brazil","2017","inward",0.548971112090954
"Australia","Brazil","2017","inward",0.0471400855793635
"Canada","Brazil","2017","inward",0.288757021329494
"China","Brazil","2017","inward",0.662495372026019
"France","Brazil","2017","inward",0.735583402010633
"Germany","Brazil","2017","inward",0.708598490662488
"India","Brazil","2017","inward",0.27811846329803
"Indonesia","Brazil","2017","inward",0.578230746143345
"Italy","Brazil","2017","inward",0.642175596792451
"Japan","Brazil","2017","inward",0.71858922706829
"Mexico","Brazil","2017","inward",0.689825116078607
"Republic of Korea","Brazil","2017","inward",0.570631803602014
"Russia","Brazil","2017","inward",0.0277500568131185
"Saudi Arabia","Brazil","2017","inward",0.924616319356759
"South Africa","Brazil","2017","inward",0.218601491816283
"Turkey","Brazil","2017","inward",0.372648267697491
"United Kingdom","Brazil","2017","inward",0.56035500030906
"United States of America","Brazil","2017","inward",0.566149023714141
"World","Brazil","2017","inward",0.567799753954262
"Argentina","Canada","2017","inward",0.163846930362736
"Australia","Canada","2017","inward",0.315626459927853
"Brazil","Canada","2017","inward",0.165162396613275
"China","Canada","2017","inward",0.190404298727999
"France","Canada","2017","inward",0.425042479131826
"Germany","Canada","2017","inward",0.423600920218376
"India","Canada","2017","inward",0.121250768353077
"Indonesia","Canada","2017","inward",0.101633438382006
"Italy","Canada","2017","inward",0.28635023294008
"Japan","Canada","2017","inward",0.531824365457924
"Mexico","Canada","2017","inward",0.448390700437966
"Republic of Korea","Canada","2017","inward",0.512215055284826
"Russia","Canada","2017","inward",0.79547380275157
"Saudi Arabia","Canada","2017","inward",0.984271089602283
"South Africa","Canada","2017","inward",0.267847963362294
"Turkey","Canada","2017","inward",0.224229204300253
"United Kingdom","Canada","2017","inward",0.651004295997602
"United States of America","Canada","2017","inward",0.415340975058756
"World","Canada","2017","inward",0.417700501153362
"Argentina","China","2017","inward",0.950682786888356
"Australia","China","2017","inward",0.936412556769083
"Brazil","China","2017","inward",0.882883748716938
"Canada","China","2017","inward",0.724709025507346
"France","China","2017","inward",0.855876316044668
"Germany","China","2017","inward",0.900771504805344
"India","China","2017","inward",0.830335457125065
"Indonesia","China","2017","inward",0.68648301447943
"Italy","China","2017","inward",0.80863922789825
"Japan","China","2017","inward",0.835515052692557
"Mexico","China","2017","inward",0.835873347687457
"Republic of Korea","China","2017","inward",0.857414535244987
"Russia","China","2017","inward",0.771506215521427
"Saudi Arabia","China","2017","inward",0.987349806825666
"South Africa","China","2017","inward",0.647656330988502
"Turkey","China","2017","inward",0.867885272392014
"United Kingdom","China","2017","inward",0.778223137825348
"United States of America","China","2017","inward",0.853560147372493
"World","China","2017","inward",0.853300605725679
"Argentina","France","2017","inward",0.393525767597947
"Australia","France","2017","inward",0.292336258096524
"Brazil","France","2017","inward",0.517175425911039
"Canada","France","2017","inward",0.536245404738553
"China","France","2017","inward",0.86837453207757
"Germany","France","2017","inward",0.442666418406817
"India","France","2017","inward",0.410534585804414
"Indonesia","France","2017","inward",0.335653405131556
"Italy","France","2017","inward",0.311394142773379
"Japan","France","2017","inward",0.551439037081032
"Mexico","France","2017","inward",0.325387643352244
"Republic of Korea","France","2017","inward",0.747841642416756
"Russia","France","2017","inward",0.444686329812939
"Saudi Arabia","France","2017","inward",0.0648721446116662
"South Africa","France","2017","inward",0.42567540770919
"Turkey","France","2017","inward",0.532068706931524
"United Kingdom","France","2017","inward",0.363207196710336
"United States of America","France","2017","inward",0.515650281167019
"World","France","2017","inward",0.435976851619255
"Argentina","Germany","2017","inward",0.473916738427926
"Australia","Germany","2017","inward",0.271967699917641
"Brazil","Germany","2017","inward",0.627715182174018
"Canada","Germany","2017","inward",0.523194004026588
"China","Germany","2017","inward",0.85394114580256
"France","Germany","2017","inward",0.189774492183926
"India","Germany","2017","inward",0.522421432055612
"Indonesia","Germany","2017","inward",0.486182977251039
"Italy","Germany","2017","inward",0.219450922996804
"Japan","Germany","2017","inward",0.460384940545416
"Mexico","Germany","2017","inward",0.271587461112222
"Republic of Korea","Germany","2017","inward",0.597492338284652
"Russia","Germany","2017","inward",0.309832737139413
"Saudi Arabia","Germany","2017","inward",0.104121401506121
"South Africa","Germany","2017","inward",0.509979855947302
"Turkey","Germany","2017","inward",0.304920259922071
"United Kingdom","Germany","2017","inward",0.165756876185102
"United States of America","Germany","2017","inward",0.395774890550484
"World","Germany","2017","inward",0.332664174095554
"Argentina","India","2017","inward",0.848803798110789
"Australia","India","2017","inward",0.921311346200159
"Brazil","India","2017","inward",0.563986611352272
"Canada","India","2017","inward",0.683553103150472
"China","India","2017","inward",0.778157076975852
"France","India","2017","inward",0.339639470982968
"Germany","India","2017","inward",0.514643057872285
"Indonesia","India","2017","inward",0.681948096419051
"Italy","India","2017","inward",0.430643924191242
"Japan","India","2017","inward",0.549060466774727
"Mexico","India","2017","inward",0.112855854386819
"Republic of Korea","India","2017","inward",0.689992213215648
"Russia","India","2017","inward",0.596994475176698
"Saudi Arabia","India","2017","inward",0.193763721230022
"South Africa","India","2017","inward",0.948588260790398
"Turkey","India","2017","inward",0.114625730711813
"United Kingdom","India","2017","inward",0.744757530325034
"United States of America","India","2017","inward",0.54631629988985
"World","India","2017","inward",0.559582371102038
"Argentina","Indonesia","2017","inward",0.87848474648902
"Australia","Indonesia","2017","inward",0.754072847265289
"Brazil","Indonesia","2017","inward",0.642177042607399
"Canada","Indonesia","2017","inward",0.596977547524113
"China","Indonesia","2017","inward",0.606805388145588
"France","Indonesia","2017","inward",0.733157331820225
"Germany","Indonesia","2017","inward",0.545791226594422
"India","Indonesia","2017","inward",0.550200308872329
"Italy","Indonesia","2017","inward",0.583357639862342
"Japan","Indonesia","2017","inward",0.663253466828621
"Mexico","Indonesia","2017","inward",0.319337509664119
"Republic of Korea","Indonesia","2017","inward",0.466910973779419
"Russia","Indonesia","2017","inward",0.399511727131232
"Saudi Arabia","Indonesia","2017","inward",0.992541153232154
"South Africa","Indonesia","2017","inward",0.237212472240815
"Turkey","Indonesia","2017","inward",0.913254797045457
"United Kingdom","Indonesia","2017","inward",0.395814806528601
"United States of America","Indonesia","2017","inward",0.60809158476006
"World","Indonesia","2017","inward",0.631617691498027
"Argentina","Italy","2017","inward",0.256360733434522
"Australia","Italy","2017","inward",0.344793730627907
"Brazil","Italy","2017","inward",0.567964651771039
"Canada","Italy","2017","inward",0.486845418164785
"China","Italy","2017","inward",0.907153591693789
"France","Italy","2017","inward",0.134914306503369
"Germany","Italy","2017","inward",0.0959966871691211
"India","Italy","2017","inward",0.554270329355175
"Indonesia","Italy","2017","inward",0.280763673717797
"Japan","Italy","2017","inward",0.307512566307119
"Mexico","Italy","2017","inward",0.454985913795014
"Republic of Korea","Italy","2017","inward",0.528510838225178
"Russia","Italy","2017","inward",0.37691503591329
"Saudi Arabia","Italy","2017","inward",0.140215101445778
"South Africa","Italy","2017","inward",0.766660483487681
"Turkey","Italy","2017","inward",0.353814063969719
"United Kingdom","Italy","2017","inward",0.087314538975864
"United States of America","Italy","2017","inward",0.447225033927229
"World","Italy","2017","inward",0.245889939765655
"Argentina","Japan","2017","inward",0.00954333195652931
"Australia","Japan","2017","inward",0.0232495412348209
"Brazil","Japan","2017","inward",0.0116658939217762
"Canada","Japan","2017","inward",0.135352946219961
"China","Japan","2017","inward",0.235434349465386
"France","Japan","2017","inward",0.0691727070324344
"Germany","Japan","2017","inward",0.29914558631348
"India","Japan","2017","inward",0.0838886914497223
"Indonesia","Japan","2017","inward",0.0692300253044194
"Italy","Japan","2017","inward",0.207184740535605
"Mexico","Japan","2017","inward",0.0932892959833834
"Republic of Korea","Japan","2017","inward",0.197820917678054
"Russia","Japan","2017","inward",0.0366295450611051
"Saudi Arabia","Japan","2017","inward",0.00177083707048802
"South Africa","Japan","2017","inward",0.150959994230066
"Turkey","Japan","2017","inward",0.119814884636654
"United Kingdom","Japan","2017","inward",0.19658284729595
"United States of America","Japan","2017","inward",0.131797717132381
"World","Japan","2017","inward",0.134453729717058
"Argentina","Mexico","2017","inward",0.0726138802060858
"Australia","Mexico","2017","inward",0.0145789600625683
"Brazil","Mexico","2017","inward",0.11634217738391
"Canada","Mexico","2017","inward",0.106879393188234
"China","Mexico","2017","inward",0.10499703212399
"France","Mexico","2017","inward",0.0985406061557197
"Germany","Mexico","2017","inward",0.059593855411689
"India","Mexico","2017","inward",0.176160282571128
"Indonesia","Mexico","2017","inward",0.194256753579532
"Italy","Mexico","2017","inward",0.241577810866334
"Japan","Mexico","2017","inward",0.0720476611604843
"Republic of Korea","Mexico","2017","inward",0.0692277208426573
"Russia","Mexico","2017","inward",0.238424509726284
"Saudi Arabia","Mexico","2017","inward",0.803205181107765
"South Africa","Mexico","2017","inward",0.063936997192792
"Turkey","Mexico","2017","inward",0.153377533524849
"United Kingdom","Mexico","2017","inward",0.169740551438238
"United States of America","Mexico","2017","inward",0.181682706687614
"World","Mexico","2017","inward",0.146516399311594
"Argentina","Republic of Korea","2017","inward",0.0064943339663154
"Australia","Republic of Korea","2017","inward",0.273852661875554
"Brazil","Republic of Korea","2017","inward",5.38471181856845e-06
